Date,EUR_TL,USD_TL
2015-12-16,3.2400100231170654,2.962599992752075
2015-12-17,3.194540023803711,2.934999942779541
2015-12-18,3.1720199584960938,2.9249000549316406
2015-12-21,3.163520097732544,2.910259962081909
2015-12-22,3.1769800186157227,2.911250114440918
2015-12-23,3.210779905319214,2.9302499294281006
2015-12-24,3.1827399730682373,2.9168999195098877
2015-12-25,3.196150064468384,2.9151699542999268
2015-12-28,3.1953399181365967,2.915369987487793
2015-12-29,3.1875898838043213,2.905400037765503
2015-12-30,3.1763100624084473,2.9047999382019043
2015-12-31,3.1928000450134277,2.9200899600982666
2016-01-01,3.1678500175476074,2.911900043487549
2016-01-04,3.1655499935150146,2.9161500930786133
2016-01-05,3.208970069885254,2.964319944381714
2016-01-06,3.209510087966919,2.9850399494171143
2016-01-07,3.2366700172424316,3.000999927520752
2016-01-08,3.2784199714660645,3.0004000663757324
2016-01-11,3.320280075073242,3.0348000526428223
2016-01-12,3.2949299812316895,3.034290075302124
2016-01-13,3.2872700691223145,3.0319600105285645
2016-01-14,3.2976300716400146,3.027100086212158
2016-01-15,3.285830020904541,3.0234999656677246
2016-01-18,3.331199884414673,3.0500600337982178
2016-01-19,3.3065900802612305,3.034830093383789
2016-01-20,3.3140599727630615,3.0374200344085693
2016-01-21,3.3093700408935547,3.040750026702881
2016-01-22,3.275010108947754,3.015929937362671
2016-01-25,3.2430999279022217,3.002350091934204
2016-01-26,3.2802200317382812,3.0218100547790527
2016-01-27,3.266740083694458,3.006769895553589
2016-01-28,3.2729899883270264,2.9990200996398926
2016-01-29,3.248150110244751,2.969510078430176
2016-02-01,3.198040008544922,2.9544999599456787
2016-02-02,3.2099499702453613,2.945349931716919
2016-02-03,3.2254300117492676,2.952660083770752
2016-02-04,3.234639883041382,2.9147000312805176
2016-02-05,3.2612900733947754,2.9116098880767822
2016-02-08,3.249389886856079,2.9143800735473633
2016-02-09,3.2959299087524414,2.9459099769592285
2016-02-10,3.3170299530029297,2.9380500316619873
2016-02-11,3.2959699630737305,2.919100046157837
2016-02-12,3.3167099952697754,2.9306800365448
2016-02-15,3.2942399978637695,2.93530011177063
2016-02-16,3.292799949645996,2.9457199573516846
2016-02-17,3.317919969558716,2.9763200283050537
2016-02-18,3.2889299392700195,2.954900026321411
2016-02-19,3.2971699237823486,2.9677999019622803
2016-02-22,3.2830801010131836,2.9509599208831787
2016-02-23,3.2370400428771973,2.9347000122070312
2016-02-24,3.24330997467041,2.9410300254821777
2016-02-25,3.2361600399017334,2.9359099864959717
2016-02-26,3.2278099060058594,2.9268200397491455
2016-02-29,3.2652499675750732,2.987950086593628
2016-03-01,3.225939989089966,2.9629499912261963
2016-03-02,3.192150115966797,2.9344899654388428
2016-03-03,3.181770086288452,2.9251699447631836
2016-03-04,3.1865899562835693,2.9099700450897217
2016-03-07,3.1942501068115234,2.9048800468444824
2016-03-08,3.2119600772857666,2.9154000282287598
2016-03-09,3.20415997505188,2.9117701053619385
2016-03-10,3.180690050125122,2.8930599689483643
2016-03-11,3.2320499420166016,2.891050100326538
2016-03-14,3.207119941711426,2.871809959411621
2016-03-15,3.186490058898926,2.8708200454711914
2016-03-16,3.2176499366760254,2.8968698978424072
2016-03-17,3.220410108566284,2.8691399097442627
2016-03-18,3.2173900604248047,2.8422698974609375
2016-03-21,3.2375199794769287,2.8701400756835938
2016-03-22,3.2174301147460938,2.8630800247192383
2016-03-23,3.221440076828003,2.8677499294281006
2016-03-24,3.2196900844573975,2.875459909439087
2016-03-25,3.2124099731445312,2.8754799365997314
2016-03-28,3.2077200412750244,2.874269962310791
2016-03-29,3.2131199836730957,2.868340015411377
2016-03-30,3.207520008087158,2.8404200077056885
2016-03-31,3.213740110397339,2.833009958267212
2016-04-01,3.2057299613952637,2.8169000148773193
2016-04-04,3.2159900665283203,2.822999954223633
2016-04-05,3.2013399600982666,2.8112399578094482
2016-04-06,3.2220399379730225,2.829890012741089
2016-04-07,3.239419937133789,2.839060068130493
2016-04-08,3.257159948348999,2.863800048828125
2016-04-11,3.249150037765503,2.8496201038360596
2016-04-12,3.2281301021575928,2.82778000831604
