Price,Close,High,Low,Open,Volume
Ticker,EREGL.IS,EREGL.IS,EREGL.IS,EREGL.IS,EREGL.IS
Date,,,,,
2010-01-01,0.35515594482421875,0.35515594482421875,0.35515594482421875,0.35515594482421875,0
2010-01-04,0.35515594482421875,0.35995525364479003,0.350356260539427,0.3583552754466994,71836794
2010-01-05,0.36315497756004333,0.3663546424531492,0.3567556477738316,0.3567556477738316,73491364
2010-01-06,0.36475467681884766,0.36635465533554923,0.3615550118132296,0.3631549903299312,27708427
2010-01-07,0.3583552837371826,0.3631549264147665,0.3551559530406861,0.3631549264147665,40402260
2010-01-08,0.3583552837371826,0.3631549264147665,0.3567555975298105,0.3599552619722885,46893994
2010-01-11,0.36315497756004333,0.36475466399270884,0.3551560030594197,0.3599553126669375,68805135
2010-01-12,0.3599553406238556,0.3615550271807651,0.35675567548223897,0.3583553620391485,31084007
2010-01-13,0.36475467681884766,0.36635465533554923,0.3551560155480337,0.3567556603186951,51336636
2010-01-14,0.3679543435573578,0.3727536533562397,0.36635465706090753,0.3711540085780447,57182066
2010-01-15,0.3679543435573578,0.36955398833555275,0.3647546785366708,0.36955398833555275,21781929
2010-01-18,0.3727535903453827,0.3743536103174047,0.3647546168779729,0.3663545951317468,34024854
2010-01-19,0.3807526230812073,0.38235260140872956,0.37275360752684783,0.3743536275726202,88042689
2010-01-20,0.3919512927532196,0.3967506023441738,0.38075265339813935,0.38235263185305784,92286513
2010-01-21,0.3887515962123871,0.3935509054124998,0.3855519315908952,0.3935509054124998,31471900
2010-01-22,0.37755295634269714,0.3839522855615009,0.37595327005187074,0.38075262095209905,37850737
2010-01-25,0.3759532570838928,0.3791529215829268,0.37435361256649374,0.3759532570838928,22001716
2010-01-26,0.3743535876274109,0.37595323203824316,0.3679542590556602,0.3743535876274109,47087405
2010-01-27,0.37915292382240295,0.3823525883403358,0.3743536147776227,0.3759532593044701,43123057
2010-01-28,0.3807526230812073,0.38235260140872956,0.37755295845391335,0.37915293678143563,29067282
2010-01-29,0.3807526230812073,0.3871519523357951,0.37755295845391335,0.37755295845391335,84872464
2010-02-01,0.383952260017395,0.3871519244139252,0.38075259562086483,0.3823525738329947,19353763
2010-02-02,0.3823525905609131,0.3919512504244682,0.3823525905609131,0.3887515858879527,42446697
2010-02-03,0.3823525905609131,0.3871519413518151,0.3807526122787842,0.3855519213514373,35192730
2010-02-04,0.3727535903453827,0.3807526055310406,0.37115394583759415,0.37755294105123,27044374
2010-02-05,0.3503563106060028,0.35995530508308027,0.34395733555976565,0.35995530508308027,76668694
2010-02-08,0.3423573672771454,0.3503563423336116,0.33915803590774896,0.3455570323925935,46959733
2010-02-09,0.3423573672771454,0.3455570323925935,0.34075770159244717,0.34075770159244717,32991073
2010-02-10,0.34555697441101074,0.35035628354674475,0.34395730899472304,0.34555697441101074,34954567
2010-02-11,0.34555697441101074,0.3471569735732941,0.3423573098324397,0.34555697441101074,34362789
2010-02-12,0.3439573049545288,0.3519562994340007,0.3407576404135417,0.34875663489301356,54622488
2010-02-15,0.3407576382160187,0.3439573027363714,0.3391579728288371,0.3391579728288371,17689362
2010-02-16,0.3471570312976837,0.34875669697995976,0.34075770107647724,0.3423573667587533,35332739
2010-02-17,0.35355594754219055,0.3551559675609597,0.3487566384143721,0.3487566384143721,44542693
2010-02-18,0.3503563106060028,0.3535559754316953,0.34875666592529364,0.3535559754316953,33417633
2010-02-19,0.35515594482421875,0.35515594482421875,0.34715695077606973,0.350356260539427,52339153
2010-02-22,0.3471570312976837,0.3599553371349173,0.3439573661870805,0.3471570312976837,73878658
2010-02-23,0.33755797147750854,0.3519562948514867,0.33755797147750854,0.33755797147750854,48654698
2010-02-24,0.32955899834632874,0.3375579932372867,0.3215600034553708,0.32955899834632874,72056967
2010-02-25,0.32955899834632874,0.34235732342265973,0.32315966893515885,0.32955899834632874,103493281
2010-02-26,0.3343583643436432,0.3407576944402227,0.32955903364423084,0.3343583643436432,54580081
2010-03-01,0.3423573672771454,0.3439573667078953,0.33595837079230084,0.3423573672771454,60724736
2010-03-02,0.3423573672771454,0.3471570318233434,0.34075770159244717,0.3423573672771454,76253680
2010-03-03,0.3423573672771454,0.3439573667078953,0.33755803647699906,0.3423573672771454,47474213
2010-03-04,0.33755797147750854,0.34235730135350545,0.33755797147750854,0.33755797147750854,42749789
2010-03-05,0.3439573049545288,0.3455569703520265,0.33595831047505686,0.3439573049545288,71204438
2010-03-08,0.3503563106060028,0.3503563106060028,0.34395733555976565,0.3503563106060028,58729356
2010-03-09,0.3487566411495209,0.3535559503149782,0.3423573119527461,0.3487566411495209,82298624
2010-03-10,0.34555697441101074,0.3471569735732941,0.3423573098324397,0.34555697441101074,37547968
2010-03-11,0.3423573672771454,0.3487566975080416,0.34075770159244717,0.3423573672771454,29356925
2010-03-12,0.34555697441101074,0.35035628354674475,0.3423573098324397,0.34555697441101074,58627615
2010-03-15,0.3407576382160187,0.3455569681235529,0.3407576382160187,0.3407576382160187,34148094
