Price,Close,High,Low,Open,Volume
Ticker,TUPRS.IS,TUPRS.IS,TUPRS.IS,TUPRS.IS,TUPRS.IS
Date,,,,,
2010-01-01,1.3650472164154053,1.3650472164154053,1.3650472164154053,1.3650472164154053,0
2010-01-04,1.3879891633987427,1.3994601064508934,1.3535761810880933,1.3650474304486382,5387809
2010-01-05,1.44534432888031,1.468286061683721,1.4224022897685067,1.4338730795931143,9854194
2010-01-06,1.44534432888031,1.4568152718591136,1.4224022897685067,1.44534432888031,2408007
2010-01-07,1.44534432888031,1.4568152718591136,1.4224022897685067,1.4338730795931143,3059357
2010-01-08,1.4338730573654175,1.4797569817235419,1.4224022677186285,1.4568152492757702,5778633
2010-01-11,1.4224023818969727,1.4453444224947232,1.3994601881450162,1.4109314381752003,5380046
2010-01-12,1.4224023818969727,1.4224023818969727,1.3765184538556776,1.3994601881450162,3745357
2010-01-13,1.44534432888031,1.4568152718591136,1.3650474217202928,1.3765183646990964,9508331
2010-01-14,1.4797567129135132,1.4797567129135132,1.4338727968905811,1.4682857721963216,19093837
2010-01-15,1.456815242767334,1.491228224170733,1.4338730509594775,1.491228224170733,5761217
2010-01-18,1.44534432888031,1.4568152718591136,1.4338730795931143,1.4338730795931143,4783198
2010-01-19,1.4797567129135132,1.4912279599390366,1.4338727968905811,1.456814984633296,5810840
2010-01-20,1.456815242767334,1.491228224170733,1.4453443000175987,1.491228224170733,10293871
2010-01-21,1.4797567129135132,1.4912279599390366,1.4453440439161045,1.456814984633296,7263739
2010-01-22,1.44534432888031,1.4568152718591136,1.4224022897685067,1.44534432888031,8080275
2010-01-25,1.44534432888031,1.468286061683721,1.4224022897685067,1.4338730795931143,3275958
2010-01-26,1.456815242767334,1.4682860323628764,1.422402261363935,1.422402261363935,2457518
2010-01-27,1.44534432888031,1.468286061683721,1.4338730795931143,1.44534432888031,2371607
2010-01-28,1.456815242767334,1.4797569751126116,1.4453443000175987,1.4568152427673342,4372515
2010-01-29,1.4338730573654175,1.4568152492757702,1.4109313249176458,1.4568152492757702,7808353
2010-02-01,1.4338730573654175,1.4453443064747875,1.4224022677186285,1.4338730573654175,2808022
2010-02-02,1.4109314680099487,1.4338732027844001,1.3994602177372,1.4338732027844001,5081769
2010-02-03,1.399459719657898,1.422401905729663,1.399459719657898,1.422401905729663,4680312
2010-02-04,1.3650472164154053,1.399459887021909,1.3421051807541142,1.399459887021909,8853880
2010-02-05,1.2732793092727661,1.3306344856113488,1.250337575676576,1.3191632359277503,13745655
2010-02-08,1.2732793092727661,1.2962215023315602,1.2388663259929775,1.2618084424746712,12811575
2010-02-09,1.296221375465393,1.3191631068161878,1.2732791846520393,1.2847504332129025,10131681
2010-02-10,1.307692289352417,1.3421054257021923,1.307692289352417,1.3191632326995413,4918445
2010-02-11,1.307692289352417,1.3191632326995413,1.284750555812369,1.307692289352417,3278975
2010-02-12,1.307692289352417,1.3306344823550678,1.2962214991594936,1.307692289352417,4150146
2010-02-15,1.3191629648208618,1.3306342121469548,1.2962212359395258,1.307692023803109,6402571
2010-02-16,1.3650472164154053,1.3765181576689642,1.330634239500555,1.3421051807541142,7661514
2010-02-17,1.4109314680099487,1.422402411974279,1.3765184829627486,1.3994602177372,6588414
2010-02-18,1.3765182495117188,1.4109312287226392,1.3765182495117188,1.3994599803953602,3987270
2010-02-19,1.3765182495117188,1.387989038376448,1.3421052703007983,1.3535760591655275,5014807
2010-02-22,1.3650472164154053,1.4109311345838143,1.3535759688535,1.3650472164154053,5316864
2010-02-23,1.3421051502227783,1.376518126354773,1.3421051502227783,1.3421051502227783,7333319
2010-02-24,1.2847505807876587,1.3535762422083621,1.2618084639161182,1.2847505807876587,10630571
2010-02-25,1.2503373622894287,1.3306342585204394,1.22739524972312,1.2503373622894287,15691053
2010-02-26,1.2847505807876587,1.296221524357776,1.2388663470445778,1.2847505807876587,10715369
2010-03-01,1.3306344747543335,1.3421054180359346,1.29622149175533,1.3306344747543335,9347191
