Date,Open,High,Low,Close,Volume,MA_10,RSI,Target_Close
2010-01-20,1.4568147659301758,1.4912277360696975,1.4453438269350496,1.4912277360696975,10293871,1.4419027864208442,64.33326271149481,1.4568152193555013
2010-01-21,1.4797569513320925,1.4912282002058643,1.4453442767901103,1.4568152193555013,7263739,1.4441970003970828,57.19127120370389,1.44534432888031
2010-01-22,1.44534432888031,1.4568152718591136,1.4224022897685067,1.44534432888031,8080275,1.4430499083575365,54.99943856720838,1.4338730795931145
2010-01-25,1.44534432888031,1.468286061683721,1.4224022897685067,1.4338730795931145,3275958,1.445344084324121,52.81937495980018,1.4224017957906545
2010-01-26,1.4568147659301758,1.4682855517711593,1.4224017957906545,1.4224017957906545,2457518,1.447638256817339,50.65697439573629,1.44534432888031
2010-01-27,1.44534432888031,1.468286061683721,1.4338730795931145,1.44534432888031,2371607,1.4545208532354603,54.65534474669676,1.4568147659301758
2010-01-28,1.4568147659301758,1.4797564907662857,1.4453438269350496,1.4568147659301758,4372515,1.4533737289518078,56.55100397978279,1.4568152492757702
2010-01-29,1.4338730573654177,1.4568152492757702,1.4109313249176458,1.4568152492757702,7808353,1.449932480272415,56.55108640793603,1.4338730573654177
2010-02-01,1.4338730573654177,1.4453443064747875,1.4224022677186283,1.4338730573654177,2808022,1.4499324780496452,51.55186855272063,1.4338729604891365
2010-02-02,1.4109312295913696,1.4338729604891365,1.3994599812570276,1.4338729604891365,5081769,1.4476382521630087,51.55184782876846,1.4224023903839
2010-02-03,1.3994601964950562,1.4224023903839,1.3994601964950562,1.4224023903839,4680312,1.440755717594429,49.03814226261905,1.399459887021909
2010-02-04,1.3650472164154053,1.399459887021909,1.3421051807541142,1.399459887021909,8853880,1.4350201843610697,44.37723081206808,1.3191631124226315
2010-02-05,1.2732791900634766,1.3306343610322475,1.2503374586151794,1.3191631124226315,13745655,1.4224020627153018,32.67250477329071,1.261808324339328
2010-02-08,1.2732791900634766,1.2962213809743346,1.2388662100055634,1.261808324339328,12811575,1.4051955871899233,27.161708026256292,1.284750669521591
2010-02-09,1.2962216138839722,1.3191633494545203,1.27327941885078,1.284750669521591,10131681,1.391430474563017,32.095526461763086,1.3191632326995413
2010-02-10,1.307692289352417,1.3421054257021925,1.307692289352417,1.3191632326995413,4918445,1.3788123649449402,38.792685754448975,1.307692289352417
2010-02-11,1.307692289352417,1.3191632326995413,1.284750555812369,1.307692289352417,3278975,1.3639001172871643,37.46621151747371,1.307692289352417
2010-02-12,1.307692289352417,1.3306344823550678,1.2962214991594936,1.307692289352417,4150146,1.348987821294829,37.46621151747371,1.3076922601484904
2010-02-15,1.319163203239441,1.3306344526387868,1.2962214702117374,1.3076922601484904,6402571,1.3363697415731361,37.466207734788625,1.3421051807541142
2010-02-16,1.3650472164154053,1.3765181576689642,1.330634239500555,1.3421051807541142,7661514,1.327192963599634,44.56826032266833,1.3994599812570276
2010-02-17,1.4109312295913696,1.4224021716173447,1.3765182503592606,1.3994599812570276,6588414,1.3248987226869466,53.95445682415339,1.3994601015914503
2010-02-18,1.3765183687210083,1.410931350912163,1.3765183687210083,1.3994601015914503,3987270,1.3248987441439009,53.9544744408046,1.3535761763879766
2010-02-19,1.3765183687210083,1.387989158579131,1.3421053865298536,1.3535761763879766,5014807,1.3283400505404352,46.62883282795033,1.3650472164154053
2010-02-22,1.3650472164154053,1.4109311345838145,1.3535759688535,1.3650472164154053,5316864,1.3386639397480429,48.51100576948038,1.342105269432068
2010-02-23,1.342105269432068,1.376518248620713,1.342105269432068,1.342105269432068,7333319,1.3443993997390906,45.086400287023515,1.2847505807876587
2010-02-24,1.2847505807876587,1.353576242208362,1.2618084639161182,1.2847505807876587,10630571,1.3409581345479025,37.88578097386176,1.2503374814987185
2010-02-25,1.2503374814987185,1.3306343853853717,1.2273953667450697,1.2503374814987185,15691053,1.3352226537625325,34.341833242901174,1.2847505807876587
2010-02-26,1.2847505807876587,1.296221524357776,1.2388663470445778,1.2847505807876587,10715369,1.3329284829060568,40.35080715364392,1.3306342363357544
2010-03-01,1.3306342363357544,1.3421051775620307,1.296221259502753,1.3306342363357544,9347191,1.335222680524783,47.27891743150056,1.3306342363357544
2010-03-02,1.3306342363357544,1.3535759656341344,1.3191629888011327,1.3306342363357544,3618811,1.3340755860829472,47.27891743150057,1.3650472164154053
2010-03-03,1.3650472164154053,1.3765181576689642,1.330634239500555,1.3650472164154053,6451319,1.330634309598785,52.11651372028777,1.3765183687210083
2010-03-04,1.3765183687210083,1.3994601015914503,1.3421053865298536,1.3765183687210083,9014453,1.3283401363117409,53.64346682257027,1.3765183687210083
2010-03-05,1.3765183687210083,1.3994601015914503,1.3650474257086889,1.3765183687210083,4963938,1.330634355545044,53.64346682257027,1.3994601964950562
2010-03-08,1.3994601964950562,1.410931446593685,1.376518462068833,1.3994601964950562,8136219,1.334075653553009,56.836113190092405,1.3994601964950562
2010-03-09,1.3994601964950562,1.433873181019908,1.3879892527048412,1.3994601964950562,9178323,1.3398111462593079,56.836113190092405,1.422402262687683
2010-03-10,1.422402262687683,1.422402262687683,1.3650473957314366,1.422402262687683,9240672,1.3535763144493103,60.028831424769365,1.4109312295913694
2010-03-11,1.4109312295913696,1.4453442088234785,1.3994599812570276,1.4109312295913694,8902726,1.3696356892585755,57.729546045044636,1.4109312295913694
2010-03-12,1.4109312295913696,1.4338729604891365,1.4109312295913694,1.4109312295913694,3641316,1.3822537541389466,57.729546045044636,1.422402262687683
2010-03-15,1.422402262687683,1.4338730522939005,1.4109313199272724,1.422402262687683,1575903,1.3914305567741394,59.52743587323422,1.44534432888031
2010-03-16,1.44534432888031,1.44534432888031,1.4224022897685067,1.44534432888031,3688202,1.402901566028595,62.9239562791118,1.4797569513320925
2010-03-17,1.4797569513320925,1.4912282002058643,1.4453442767901103,1.4797569513320925,7059542,1.4143725395202638,67.35009799549233,1.4568147659301758
2010-03-18,1.4568147659301758,1.4797564907662857,1.4453438269350496,1.4568147659301758,5311061,1.4224021792411805,62.03320581146614,1.4568147659301758
2010-03-19,1.4568147659301758,1.4912277360696975,1.4568147659301758,1.4568147659301758,4471425,1.4304318189620973,62.03320581146614,1.4797569513320925
2010-03-22,1.4797569513320925,1.4912282002058643,1.4453442767901103,1.4797569513320925,6743513,1.4384614944458007,65.21774584405466,1.468285799026489
2010-03-23,1.4682857990264893,1.4912279871884295,1.468285799026489,1.468285799026489,4125807,1.445344054698944,62.399487808865494,1.468285799026489
2010-03-24,1.4682857990264893,1.5026989281152308,1.468285799026489,1.468285799026489,5292406,1.4499324083328247,62.399487808865494,1.4797569513320925
2010-03-25,1.4797569513320925,1.5026991427712553,1.4682860087667016,1.4797569513320925,6434589,1.456814980506897,64.19397533246175,1.5256412029266355
2010-03-26,1.5256412029266355,1.5371121456564651,1.4797569725447397,1.5256412029266355,9078055,1.4682859778404236,70.29983518122842,1.5485827922821045
2010-03-29,1.5485827922821045,1.5600537339530487,1.525641062094394,1.5485827922821045,3846185,1.4809040307998658,72.79755225403922,1.53711211681366
2010-03-30,1.5371121168136597,1.5600538486886406,1.5256411742990743,1.53711211681366,2858212,1.4900808095932008,69.64387334023202,1.5829960107803345
2010-03-31,1.5829960107803345,1.594466799928807,1.5371120884155085,1.5829960107803345,7612367,1.500404715538025,74.41797418439074,1.6288801431655884
2010-04-01,1.6288801431655884,1.6288801431655884,1.571525418864498,1.6288801431655884,5472719,1.5176112532615662,78.12320939282475,1.6288801431655884
2010-04-02,1.6288801431655884,1.6403510880258063,1.6174093514595915,1.6288801431655884,2383563,1.5348177909851075,78.12320939282475,1.5944668054580688
2010-04-05,1.5944668054580688,1.6518219766328237,1.582996016269818,1.5944668054580688,4222813,1.5462887763977051,69.38218269823861,1.5821065902709963
2010-04-06,1.582106590270996,1.606827245548265,1.5573864300735405,1.5821065902709963,6983613,1.5576708555221557,66.50402732558327,1.6068274974822998
2010-04-07,1.6068274974822998,1.631547661555623,1.5821068383290855,1.6068274974822998,9348304,1.5715250253677369,69.25138319031578,1.5944669246673584
2010-04-08,1.5944669246673584,1.6068274186642892,1.5821067607236716,1.5944669246673584,2590511,1.5829960227012634,66.32224140102281,1.5944669246673584
2010-04-09,1.5944669246673584,1.6068274186642892,1.5821067607236716,1.5944669246673584,3198356,1.5898785948753358,66.32224140102281,1.5697463750839231
2010-04-12,1.5697463750839231,1.6191871837050558,1.5697463750839231,1.5697463750839231,4052202,1.5919949531555175,60.39687386284662,1.5944669246673584
2010-04-13,1.5944669246673584,1.6068274186642892,1.569746761806607,1.5944669246673584,5509476,1.5977304339408875,63.87283319394506,1.5944669246673584
2010-04-14,1.5944669246673584,1.619187582607976,1.5821067607236716,1.5944669246673584,3116253,1.59887752532959,63.87283319394506,1.6068274974822998
2010-04-15,1.6068274974822998,1.6191876620322765,1.5821068383290855,1.6068274974822998,2200380,1.596672260761261,65.62255366410577,1.6315478086471558
2010-04-16,1.6315478086471558,1.6439083043647484,1.5821069809633006,1.6315478086471558,7062223,1.5969390273094177,68.86980990549245,1.6191877126693726
2010-04-19,1.6191877126693726,1.6315477125792552,1.5944670527430658,1.6191877126693726,5887448,1.5994111180305481,65.53647741728712,1.668628215789795
2010-04-20,1.668628215789795,1.6809883795661271,1.619187560684466,1.668628215789795,4768344,1.608063280582428,71.48227759900887,1.6315478086471558
2010-04-21,1.6315478086471558,1.680988636331011,1.6315478086471558,1.6315478086471558,6012762,1.6105353116989136,62.73970208078498,1.6439080238342283
2010-04-22,1.6439080238342283,1.6809883494727873,1.6191875316974946,1.6439080238342283,7612633,1.6154794216156005,64.30678818971795,1.6562681198120115
2010-04-23,1.6562681198120115,1.6562681198120115,1.6562681198120115,1.6562681198120115,0,1.6216595411300658,65.8533767569755,1.6809884309768677
2010-04-26,1.6809884309768677,1.693348925184469,1.6562682676947904,1.6809884309768677,5539604,1.6327837467193604,68.76814309801964,1.6439080238342283
2010-04-27,1.6439080238342283,1.6809883494727873,1.631547530225936,1.6439080238342283,3389225,1.6377278566360474,60.43481595801739,1.5944669246673584
2010-04-28,1.5944669246673584,1.6315475815250406,1.5821067607236716,1.5944669246673584,8108681,1.6377278566360474,51.47751767457942,1.6315478086471558
2010-04-29,1.6315478086471558,1.6315478086471558,1.6068276423451957,1.6315478086471558,4634448,1.640199887752533,56.66519893957907,1.6439080238342283
2010-04-30,1.6439080238342283,1.656268187389287,1.5944668745341437,1.6439080238342283,6026034,1.6414359092712403,58.266864815027816,1.6068274974822998
2010-05-03,1.6068274974822998,1.6439081561588604,1.5944670028790626,1.6068274974822998,3446681,1.640199887752533,52.05141968676637,1.5697463750839231
2010-05-04,1.5697463750839231,1.6191871837050558,1.5697463750839231,1.5697463750839231,3007249,1.630311703681946,46.687936427412325,1.5326662063598633
2010-05-05,1.5326662063598633,1.5944670301674322,1.5326662063598633,1.5326662063598633,4142740,1.6204235434532166,42.02465118239303,1.4832253456115725
2010-05-06,1.4832253456115725,1.545026167890997,1.4708651811556872,1.4832253456115725,6378449,1.604355275630951,36.753398758012956,1.4585046768188477
2010-05-07,1.4585046768188477,1.4832253356173026,1.4337845131002762,1.4585046768188477,6796055,1.5845789313316345,34.428085611604274,1.520305871963501
2010-05-10,1.520305871963501,1.5450260337016342,1.495585215145524,1.520305871963501,6472585,1.5685106754302978,43.97169706606103,1.520305871963501
2010-05-11,1.520305871963501,1.532666035345875,1.4832252167897646,1.520305871963501,7364126,1.556150460243225,43.97169706606103,1.5573866367340088
2010-05-12,1.5573866367340088,1.569746800986195,1.507945484645385,1.5573866367340088,4345656,1.5524424314498901,49.12429766694055,1.5573866367340088
2010-05-13,1.5573866367340088,1.5821068002117549,1.54502614242857,1.5573866367340088,6087970,1.5450263142585754,49.12429766694055,1.520305871963501
2010-05-14,1.520305871963501,1.5697466905196111,1.5079453785278978,1.520305871963501,6286658,1.5326660990715026,44.38982305244359,1.5326662063598633
2010-05-17,1.5326662063598633,1.5326662063598633,1.495585382022056,1.5326662063598633,2478532,1.525249969959259,46.249444787956605,1.520305871963501
2010-05-18,1.520305871963501,1.5450260337016342,1.5079453785278978,1.520305871963501,2273544,1.5203059196472168,44.641776343895316,1.5326662063598633
2010-05-19,1.5326662063598633,1.5326662063598633,1.5326662063598633,1.5326662063598633,0,1.5203059196472168,46.639318771953825,1.4585046768188477
2010-05-20,1.4585046768188477,1.507945499335874,1.446144677472876,1.4585046768188477,4380537,1.5178338527679442,37.8210951469149,1.4955854415893557
2010-05-21,1.4955854415893557,1.5079456068431591,1.4461447805741403,1.4955854415893557,4164972,1.5215419292449952,43.56649935809842,1.4955854415893557
2010-05-24,1.4955854415893557,1.520306102150242,1.4832254413621913,1.4955854415893557,2292661,1.5190698862075807,43.56649935809842,1.421424150466919
2010-05-25,1.421424150466919,1.4955854736319083,1.3967039844563276,1.421424150466919,4658983,1.5091817140579225,35.877094167839374,1.4585046768188477
2010-05-26,1.4585046768188477,1.4585046768188477,1.4090638543018212,1.4585046768188477,4914595,1.4992935180664062,41.44225496718075,1.4461445808410645
2010-05-27,1.4461445808410645,1.470865072961061,1.4337844172943748,1.4461445808410645,4561795,1.4881693124771118,40.19013868366794,1.421424150466919
2010-05-28,1.421424150466919,1.4708653076213174,1.4090639849483018,1.421424150466919,7567294,1.4782811403274536,37.73453033253798,1.3967039585113523
2010-05-31,1.3967039585113523,1.4214241240627454,1.3719832978800393,1.3967039585113523,5101628,1.4646849155426025,35.40491786018529,1.421424150466919
