Date,Open,High,Low,Close,Volume,MA_10,RSI,Target_Close
2010-06-01,1.421424150466919,1.4337846460388224,1.3843438189377104,1.421424150466919,5372136,1.4547967433929443,39.43184491295285,1.4585046768188477
2010-06-02,1.4585046768188477,1.470865171244703,1.4090638543018212,1.4585046768188477,7665301,1.4473805904388428,44.97333122279404,1.4832253732218317
2010-06-03,1.507945537567139,1.5203060323063722,1.470865208535862,1.4832253732218317,8362109,1.449852660079141,48.365089123780756,1.5326662063598633
2010-06-04,1.5326662063598633,1.557386700909524,1.495585382022056,1.5326662063598633,8028300,1.453560736556192,54.41665269003936,1.520305871963501
2010-06-07,1.520305871963501,1.520305871963501,1.4832252167897646,1.520305871963501,4217115,1.4560327795936066,52.75211673076031,1.4832253456115725
2010-06-08,1.4832253456115725,1.5326661684617406,1.4708651811556872,1.4832253456115725,4892706,1.4622128991080718,48.007801580450476,1.520305871963501
2010-06-09,1.520305871963501,1.532666035345875,1.4708650534073908,1.520305871963501,5608001,1.4683930186225371,52.59880497107932,1.5450261831283572
2010-06-10,1.545026183128357,1.5573866777594016,1.495585359790593,1.5450261831283572,4113676,1.4782811788512664,55.424702494309344,1.5697463750839231
2010-06-11,1.5697463750839231,1.5697463750839231,1.5326657273614288,1.5697463750839231,4103260,1.4931134013129668,58.11388215187625,1.5573866367340088
2010-06-14,1.5573866367340088,1.5821068002117549,1.54502614242857,1.5573866367340088,3452099,1.5091816691352324,56.285511238700444,1.5573866367340088
2010-06-15,1.5573866367340088,1.569746800986195,1.53266614320301,1.5573866367340088,3567508,1.5227779177619414,56.285511238700444,1.5821065902709963
2010-06-16,1.582106590270996,1.5944667528830263,1.5697465926855705,1.5821065902709963,5037298,1.5351381091071563,59.25872906460649,1.5821065902709963
2010-06-17,1.582106590270996,1.5944667528830263,1.5573864300735405,1.5821065902709963,4851294,1.5450262308120728,59.25872906460649,1.5573866367340088
2010-06-18,1.5573866367340088,1.5821068002117549,1.5573866367340088,1.5573866367340088,1687595,1.5474982738494873,54.92611899783547,1.5697463750839231
2010-06-21,1.5697463750839231,1.5821063709559795,1.5573862141852857,1.5697463750839231,2807385,1.5524423241615295,56.63337711137761,1.5573866367340088
2010-06-22,1.5573866367340088,1.5821068002117549,1.53266614320301,1.5573866367340088,3753337,1.5598584532737731,54.41381113066847,1.5326662063598633
2010-06-23,1.5326662063598633,1.557386700909524,1.5203060415983496,1.5326662063598633,1549114,1.5610944867134093,50.177965880249516,1.5326662063598633
2010-06-24,1.5326662063598633,1.557386700909524,1.5203060415983496,1.5326662063598633,1888670,1.55985848903656,50.177965880249516,1.5326662063598633
2010-06-25,1.5326662063598633,1.557386700909524,1.5203060415983496,1.5326662063598633,11400382,1.5561504721641541,50.177965880249516,1.532666035345875
2010-06-28,1.520305871963501,1.5450260337016342,1.520305871963501,1.532666035345875,2829813,1.5536784120253408,50.17793213028205,1.4832253456115725
2010-06-29,1.4832253456115725,1.5203060040058558,1.4708651811556872,1.4832253456115725,3279878,1.5462622829130972,41.48958827374234,1.4337843656539917
2010-06-30,1.4337843656539917,1.4955851811615706,1.421423872499254,1.4337843656539917,5057017,1.5314300604513966,34.96889992755759,1.4461445808410645
2010-07-01,1.4461445808410645,1.4461445808410645,1.4214239236944513,1.4461445808410645,3113915,1.5178338595084035,37.608880564248885,1.4832253456115725
2010-07-02,1.4832253456115725,1.495585345040828,1.4461446872172885,1.4832253456115725,3829679,1.51041773039616,44.843028527013026,1.47086501121521
2010-07-05,1.47086501121521,1.507945335272057,1.47086501121521,1.47086501121521,1927205,1.5005295940092886,43.05112218389238,1.5079455375671384
2010-07-06,1.507945537567139,1.5203060323063722,1.470865208535862,1.5079455375671384,4780951,1.4955854840926015,49.56251833952411,1.5079455375671384
2010-07-07,1.507945537567139,1.5079455375671384,1.4832253732218317,1.5079455375671384,1910377,1.4931134172133291,49.56251833952411,1.520305871963501
2010-07-08,1.520305871963501,1.532666035345875,1.5079453785278978,1.520305871963501,2772973,1.491877383773693,51.69758523933053,1.4832253456115725
2010-07-09,1.4832253456115725,1.5326661684617406,1.4832253456115725,1.4832253456115725,2046590,1.4869332976988638,45.47802040928918,1.5079455375671384
2010-07-12,1.507945537567139,1.5203060323063722,1.4832253732218317,1.5079455375671384,1833685,1.48446124792099,49.812858063303075,1.5573866367340088
2010-07-13,1.5573866367340088,1.569746800986195,1.507945484645385,1.5573866367340088,8525937,1.4918773770332336,57.15066483501115,1.5450261831283572
2010-07-14,1.545026183128357,1.5821068418883375,1.5450261831283572,1.5450261831283572,4821467,1.5030015587806702,54.9861618552317,1.5326662063598633
2010-07-15,1.5326662063598633,1.5697468656710376,1.5203060415983496,1.5326662063598633,3435299,1.51165372133255,52.8314111041933,1.5326662063598633
2010-07-16,1.5326662063598633,1.557386700909524,1.5203060415983496,1.5326662063598633,2040822,1.5165978074073792,52.8314111041933,1.5697463750839231
2010-07-19,1.5697463750839231,1.5821063709559795,1.5203055664627911,1.5697463750839231,4351375,1.5264859437942504,58.490936164195766,1.5697463750839231
2010-07-20,1.5697463750839231,1.606827022806418,1.5697463750839231,1.5697463750839231,4436495,1.532666027545929,58.490936164195766,1.6191877126693726
2010-07-21,1.6191877126693726,1.6191877126693726,1.5944670527430658,1.6191877126693726,5373354,1.5437902450561523,64.98730306119185,1.6439080238342283
2010-07-22,1.6439080238342283,1.6686281859177288,1.5944668745341437,1.6439080238342283,11143195,1.556150460243225,67.70852459654054,1.6809884309768677
2010-07-23,1.6809884309768677,1.693348925184469,1.6562682676947904,1.6809884309768677,6002171,1.5759267687797545,71.31046916571532,1.6809884309768677
2010-07-26,1.6809884309768677,1.7057090893388196,1.6686282668225163,1.6809884309768677,2573368,1.5932310581207274,71.31046916571532,1.69334876537323
2010-07-27,1.69334876537323,1.7304294193633896,1.69334876537323,1.69334876537323,3959060,1.6068272709846496,72.49649008788468,1.668628215789795
2010-07-28,1.668628215789795,1.718069035921744,1.6562682170400826,1.668628215789795,3048703,1.6191874742507935,66.56921699230949,1.7057088613510132
2010-07-29,1.7057088613510132,1.718068858826682,1.631547391257574,1.7057088613510132,8781759,1.6364917397499084,70.4693927821148,1.6809884309768677
2010-07-30,1.6809884309768677,1.693348925184469,1.6562682676947904,1.6809884309768677,4817659,1.651323962211609,65.02312610355627,1.668628109344311
2010-08-02,1.69334876537323,1.69334876537323,1.6562681113830702,1.668628109344311,4817659,1.6612121356376477,62.425257714840626,1.7427897453308103
2010-08-03,1.7427897453308103,1.8045905660494568,1.7304295811870811,1.7427897453308103,6469295,1.6785164726623365,70.1350870786938,1.7798702716827393
2010-08-04,1.7798702716827393,1.7922304349160143,1.7427896169563013,1.7798702716827393,3876495,1.694584728563673,73.1064035561205,1.7551499605178833
2010-08-05,1.7551499605178833,1.792230787567203,1.7304297942138422,1.7551499605178833,3673572,1.7057089222320385,68.23255512177717,1.7675100564956667
2010-08-06,1.7675100564956665,1.804590717056363,1.7427898911662667,1.7675100564956667,4457495,1.7143610847839184,69.33342127827217,1.7551499605178833
2010-08-09,1.7551499605178833,1.792230787567203,1.7551499605178833,1.7551499605178833,3154536,1.72177723773802,66.83901627846048,1.7427897453308103
2010-08-10,1.7427897453308103,1.767509908591644,1.7427897453308103,1.7427897453308103,2367960,1.726721335733778,64.34594667337781,1.668628215789795
2010-08-11,1.668628215789795,1.7551496922773608,1.6315475594341782,1.668628215789795,8905456,1.726721335733778,51.849506563306136,1.668628215789795
2010-08-12,1.668628215789795,1.7057090371720316,1.6562682170400826,1.668628215789795,5935041,1.7230132711776562,51.849506563306136,1.6809884309768677
2010-08-13,1.6809884309768677,1.693348925184469,1.6562682676947904,1.6809884309768677,2880052,1.7230132711776562,53.59162702006209,1.69334876537323
2010-08-16,1.69334876537323,1.69334876537323,1.6562681113830702,1.69334876537323,3275734,1.725485336780548,55.332079016890965,1.7180688381195068
2010-08-17,1.7180688381195068,1.7304293305260086,1.6809881860330067,1.7180688381195068,2403800,1.7230132460594176,58.67042150816559,1.7551499605178833
2010-08-18,1.7551499605178833,1.7675101261832264,1.705709297856511,1.7551499605178833,4468800,1.7205412149429322,63.12269776567558,1.668628215789795
2010-08-19,1.668628215789795,1.7551496922773608,1.668628215789795,1.668628215789795,6313363,1.7118890404701232,49.67577623459387,1.6562681198120115
2010-08-20,1.6562681198120115,1.6933487739908792,1.6315474636572864,1.6562681198120115,5126611,1.7007648468017578,48.099405774313446,1.6191877126693726
2010-08-23,1.6191877126693726,1.656268372505562,1.6068275477328544,1.6191877126693726,7169407,1.6871686220169066,43.62667203769887,1.6315478086471558
2010-08-24,1.6315478086471558,1.6439083043647484,1.594467146627603,1.6315478086471558,3975034,1.6760444283485412,45.44766680012044,1.6562681198120115
2010-08-25,1.6562681198120115,1.668628117836154,1.6191874656331442,1.6562681198120115,4769611,1.674808418750763,48.996241691142004,1.6809884309768677
2010-08-26,1.6809884309768677,1.6809884309768677,1.6439081035404397,1.6809884309768677,3347022,1.6760444402694703,52.335286990769866,1.6809884309768677
2010-08-27,1.6809884309768677,1.7180690884665455,1.6686282668225163,1.6809884309768677,4239144,1.6760444402694703,52.335286990769866,1.7057088613510132
2010-08-30,1.7057088613510132,1.7057088613510132,1.7057088613510132,1.7057088613510132,0,1.6772804498672484,55.698900571461394,1.69334876537323
2010-08-31,1.69334876537323,1.69334876537323,1.6562681113830702,1.69334876537323,3368792,1.6748084425926208,53.65993561726538,1.7675100564956667
2010-09-01,1.7675100564956665,1.779870551726963,1.6809885701962544,1.7675100564956667,5585076,1.6760444521903992,62.52438937257026,1.7427897453308103
2010-09-02,1.7427897453308103,1.779870402788623,1.7304295811870811,1.7427897453308103,1164779,1.6834606051445007,58.5068218237686,1.7551499605178833
2010-09-03,1.7551499605178833,1.7551499605178833,1.7304297942138422,1.7551499605178833,1639029,1.6933487892150878,59.894455797496356,1.730429768562317
2010-09-06,1.730429768562317,1.7551499344999115,1.705709272571437,1.730429768562317,2341269,1.7044729948043824,55.870170946002254,1.7427897453308103
2010-09-07,1.7427897453308103,1.7427897453308103,1.6933489237292687,1.7427897453308103,2539922,1.715597188472748,57.41098484388273,1.705709087872998
2010-09-08,1.7427897453308103,1.7427897453308103,1.6933489237292687,1.705709087872998,3367700,1.7205412852788462,51.591186789254714,1.7180690869901023
2010-09-09,1.7427897453308103,1.7427897453308103,1.7180690869901023,1.7180690869901023,3367700,1.7242493508801697,53.290879097364844,1.7427897453308103
2010-09-10,1.7427897453308103,1.7427897453308103,1.7427897453308103,1.7427897453308103,0,1.730429482315564,56.574949660252265,1.8045902252197263
2010-09-13,1.8045902252197263,1.8169507170822008,1.7427894161732889,1.8045902252197263,9651320,1.7403176187024354,63.486570567687416,1.79223096370697
2010-09-14,1.7922309637069702,1.79223096370697,1.7675102998934564,1.79223096370697,1267385,1.7502058385358095,61.38245686788418,1.79223096370697
2010-09-15,1.7922309637069702,1.804590965560404,1.7675102998934564,1.79223096370697,2686355,1.7526779292569397,61.38245686788418,1.79223096370697
2010-09-16,1.7922309637069702,1.804590965560404,1.7675102998934564,1.79223096370697,1495263,1.7576220510945557,61.38245686788417,1.8045902252197263
2010-09-17,1.8045902252197263,1.8416708756741829,1.779870066627745,1.8045902252197263,5725314,1.76256607756474,62.917465410557355,1.816951036453247
2010-09-20,1.816951036453247,1.816951036453247,1.7798703794810102,1.816951036453247,1418767,1.7712182043538331,64.4398651185615,1.8045902252197263
2010-09-21,1.8045902252197263,1.8169507170822008,1.779870066627745,1.8045902252197263,2276372,1.7773982523427247,61.711454401512604,1.8416714668273928
2010-09-22,1.8416714668273928,1.8663921284341745,1.792230803720416,1.8416714668273928,4003797,1.7909944902381643,66.31864944325963,1.8911118507385252
2010-09-23,1.8911118507385252,1.8911118507385252,1.829311036371826,1.8911118507385252,4542202,1.8082987666130066,71.28062833736598,1.8540312051773071
2010-09-24,1.8540312051773071,1.9034723519661023,1.829311044349431,1.8540312051773071,3184370,1.8194229125976562,63.7007833593103,1.8045902252197263
2010-09-27,1.8045902252197263,1.8663915293459448,1.8045902252197263,1.8045902252197263,3193316,1.8194229125976562,55.262673711770816,1.8416714668273928
2010-09-28,1.8416714668273928,1.8416714668273928,1.792230803720416,1.8416714668273928,5641083,1.8243669629096986,59.586594419731064,1.9034727811813357
2010-09-29,1.9034727811813357,1.9034727811813357,1.8293114568419824,1.9034727811813357,6931337,1.835491144657135,65.56090216349932,1.9281927347183223
2010-09-30,1.9281927347183228,1.9281927347183223,1.8787520773190065,1.9281927347183223,5402089,1.8490873217582702,67.62266122492395,1.915832757949829
2010-10-01,1.915832757949829,1.9405529219138853,1.9034725934544865,1.915832757949829,1524390,1.8602115750312804,65.5108548335335,1.9034727811813357
2010-10-04,1.9034727811813357,1.928192947583377,1.8787522847260023,1.9034727811813357,1912827,1.8688637495040894,63.37931208765699,1.8787518739700315
2010-10-05,1.878751873970032,1.903472365020665,1.8416710548807764,1.8787518739700315,5151797,1.8762799143791198,59.228411802944954,1.8787518739700315
2010-10-06,1.878751873970032,1.8911118719554336,1.8540312178927885,1.8787518739700315,4129272,1.8799879550933838,59.228411802944954,1.866391658782959
2010-10-07,1.866391658782959,1.903472311809013,1.8540311660632656,1.866391658782959,5222301,1.877515935897827,57.06136673611237,1.9034727811813357
2010-10-08,1.9034727811813357,1.9034727811813357,1.8540316232440237,1.9034727811813357,3153738,1.88246009349823,61.60051883286712,1.915832757949829
2010-10-11,1.915832757949829,1.9405529219138853,1.8787520994371716,1.915832757949829,6130670,1.8935843467712403,63.00438664623306,1.9281927347183223
2010-10-12,1.9281927347183228,1.9776335571442665,1.891112076642208,1.9281927347183223,10247153,1.9022364735603332,64.4057954325794,1.9281927347183223
2010-10-13,1.9281927347183228,1.952913393471236,1.903472571045292,1.9281927347183223,8761998,1.904708468914032,64.4057954325794,1.8911118507385252
2010-10-14,1.8911118507385252,1.9405526672584927,1.8787518528917933,1.8911118507385252,5859063,1.9010003805160518,56.905617973338394,1.915832757949829
2010-10-15,1.915832757949829,1.915832757949829,1.8663919349418283,1.915832757949829,6674892,1.9010003805160518,60.230637706312194,1.8787518739700315
2010-10-18,1.878751873970032,1.915832528032677,1.8540312178927885,1.8787518739700315,5872349,1.8985282897949216,53.55566705641062,1.866391658782959
2010-10-19,1.866391658782959,1.878751821449442,1.8416710033967827,1.866391658782959,5500775,1.8972922682762143,51.50660341743099,1.866391658782959
